"teamNum","matchNum","alliance","driveStation","startLocation","preload","mobility","autoPickups","autoFailedPickups","autoCones","autoCubes","autoBalance","communityPickups","neutralPickups","singlePickups","doublePickups","teleopCones","teleopCubes","shuttle","teleopBalance","buddyClimb","driver","scoutName","comments","scoredT","scoredA","scoredCones","scoredCubes","totalPickups","scoredLowT","scoredMidT","scoredHighT","scoredLowA","scoredMidA","scoredHighA","scoredTCones","scoredTCubes","scoredACones","scoredACubes","pointsT","pointsA","pointsTotal","ct"
5427,2,"b","b3",3,"cone",TRUE,"4",NA,"9","8","na",0,0,0,3,"6,1","20",FALSE,"engage",TRUE,4,"Poon","Intake problems in beginning, but bounced back quickly. Intake a little slow, can intake both cones and cubes, and very good in scoring in all nodes. Slightly top heavy and slow. Overall good robot.
",3,2,3,2,5,1,0,2,0,0,2,2,1,1,1,12,12,24,45
9181,2,"r","r1",1,"cone",TRUE,NA,NA,NA,NA,"na",0,0,0,4,"18,16","17",FALSE,"engage",FALSE,1,"Owen","Very slow and tippy tank drive, dropped 4 or 5 cubes at the shelf before finally picking one up, can only reach the middle node, auton missed the bottom node
",3,0,2,1,3,0,3,0,0,0,0,2,1,0,0,9,0,9,45
6672,3,"b","b3",3,"cone",TRUE,"4",NA,"18","26","na",0,3,0,3,"1,3,10,12","2,11",FALSE,"engage",FALSE,5,"Poon","Flawless. PEAK ROBOTICS. Quick at intaking cones/cubes and scoring.
",6,2,5,3,8,0,3,3,1,1,0,4,2,1,1,24,7,31,22.5
8177,3,"r","r3",1,"cone",TRUE,"1",NA,NA,NA,"na",0,0,7,0,"3,1,13,10","2,11",FALSE,"engage",FALSE,5,"soriano","very fast but had to push tipped bot off of charge station, missed cone placement a lot
",6,0,4,2,6,0,3,3,0,0,0,4,2,0,0,24,0,24,22.5
7540,3,"b","b1",2,"cone",FALSE,NA,NA,"23",NA,"dock",0,2,0,2,"9,7","8",FALSE,"engage",FALSE,3,"harold","intake can only pick up on shelf, it seems. almost did not dock during auton. spent quite a bit trying to climb but that was mostly enigma slowing them down. 
",3,1,3,1,4,0,0,3,1,0,0,2,1,1,0,15,3,18,45
9080,3,"b","b2",1,"cone",TRUE,NA,NA,"9",NA,"na",0,2,0,2,"20,22,23,24",NA,FALSE,"engage",FALSE,2,"Duhe","- bit slow, only scored low in teleop
",4,1,5,0,5,4,0,0,0,0,1,4,0,1,0,8,6,14,33.75
2468,3,"r","r1",2,"cube",TRUE,"2",NA,"7","8","engage",0,4,4,0,"6,9,18,16","17,24,25,26,27",FALSE,"engage",FALSE,5,"Owen","very quick swerve, consistent upper scoring, can pick up from the floor, low center of gravity, not tippy at all, 2 piece + pickup auton
",9,2,5,6,11,4,3,2,0,0,2,4,5,1,1,27,12,39,15
3802,3,"r","r3",1,"cube",TRUE,NA,NA,NA,"8","na",0,0,1,1,"4",NA,FALSE,"fail",FALSE,1,"novinski","fell over on the charge station during teleop should've denied the team's engage if the ref wasn't dumb, finnicky intake and slow driving even while standing
",1,1,1,1,2,0,0,1,0,0,1,1,0,0,1,5,6,11,135
9128,4,"b","b1",3,"cone",FALSE,"1","2","1",NA,"dock",0,0,0,0,NA,NA,FALSE,"na",FALSE,1,"harold","had an interesting auton where they catapulted cubes into their community with their arm. they browned out after auton, though. 
",0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6,6,0
8019,4,"b","b2",2,"cube",FALSE,NA,NA,NA,"5","na",0,6,0,0,"3","2,8,11,21,23",FALSE,"engage",FALSE,3,"Duhe","- consistently scoring                                                         - decent defense evasion                      
",6,1,1,6,7,2,1,3,0,0,1,1,5,0,1,22,6,28,22.5
5414,4,"b","b3",3,"cube",TRUE,NA,NA,NA,"17","na",1,1,0,5,"6,4,10,18,12","20,21",FALSE,"engage",FALSE,4,"Poon","consistent scoring, many in high nodes. has interesting cube shooter.
",7,1,5,3,8,2,3,2,0,1,0,5,2,0,1,23,4,27,19.286
6369,4,"r","r2",2,NA,FALSE,NA,NA,NA,NA,"na",0,0,1,2,NA,"11",FALSE,"engage",FALSE,4,"novinski","couldn't scout a lot of the match due to technical difficulties, of what I saw they drive fast and their intake works well
",1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,3,135
2582,4,"r","r3",1,"cone",TRUE,NA,"4","9",NA,"na",0,1,0,1,"1","2",FALSE,"na",FALSE,4,"soriano","did not see if they attempted climb due to laptop malfunction, fast swerve but seemed confused halfway through and kinda played defense
",2,1,2,1,3,0,0,2,0,0,1,1,1,1,0,10,6,16,67.5
1296,4,"r","r1",3,NA,TRUE,NA,NA,NA,NA,"na",0,0,5,0,"13,15,6,4,7",NA,FALSE,"engage",FALSE,4,"Owen","i screwed this one up but it is a small swerve bot that is very mobile but very tippy at times, easy balance but it might have trouble going up and over the charge station
",5,0,5,0,5,0,2,3,0,0,0,5,0,0,0,21,0,21,27
8827,5,"b","b3",1,"cube",TRUE,NA,NA,NA,"20","na",0,0,0,0,NA,NA,TRUE,"engage",FALSE,2,"Poon","No intake. Alright shuttlebotting.
",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0
5613,5,"b","b1",2,"cube",FALSE,NA,NA,NA,"14","engage",0,2,3,0,NA,"27,26",TRUE,"engage",FALSE,3,"harold","can pick up cubes on the ground but has to push against the wall to do so. acted as a decent shuttlebot. 
",2,1,0,3,3,2,0,0,0,1,0,0,2,0,1,4,4,8,67.5
6377,5,"r","r3",1,"cube",TRUE,NA,NA,NA,"8","na",0,0,0,0,NA,NA,FALSE,"fail",FALSE,3,"soriano","swerve but slow roation, tippy, fast engage (nb: due to laptop malfunction i did not ghet their score)
",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,6,6,0
1477,5,"r","r2",2,"cone",TRUE,NA,NA,"6",NA,"na",0,2,3,0,"4,3,7,9","8",FALSE,"engage",FALSE,4,"novinski","really fast intake and outake, very fast, really good double balance
",5,1,5,1,6,0,0,5,0,0,1,4,1,1,0,25,6,31,27
6800,5,"b","b2",3,"cone",TRUE,"4","3","18","26","na",3,1,1,3,"16,15,13","17,24,22,21,20",FALSE,"na",FALSE,4,"Duhe","- no high score? (did not see)- moved some stacked cubes for points during endgame
",8,2,4,6,10,4,4,0,1,1,0,3,5,1,1,20,7,27,16.875
9136,5,"r","r1",1,"cone",TRUE,NA,NA,NA,"8","na",0,0,2,3,"18,25","17,14",FALSE,"engage",FALSE,3,"Owen","slow swerve bot, can pick up from shelf and ground, cones and cubes, cube in auton and mobility, could be chosen because they go to the shelf
",4,1,2,3,5,1,3,0,0,0,1,2,2,0,1,11,6,17,33.75
9051,6,"r","r1",1,"cone",FALSE,NA,NA,NA,NA,"na",0,0,0,0,"27",NA,FALSE,"na",FALSE,1,"Duhe","- mostly frozen in community, occasionally moved very slightly- auton seemed to have broken
",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,135
3847,6,"r","r3",1,"cube",TRUE,"1,2",NA,NA,"17","engage",0,0,3,3,"1,3,6,10,12","5,11",FALSE,"fail",FALSE,4,"Poon","Intakes and scores very quickly. Unable to engage in the end. Impressive auton with accurate cube cannon.
",7,1,5,3,8,0,3,4,0,1,0,5,2,0,1,29,4,33,19.286
9140,6,"b","b3",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,3,"4,6,13",NA,FALSE,"engage",FALSE,2,"minear","Only got pieces from the double substations. Struggled trying to get around its allies (played defense on own team at one point) inorder to score cargo
",3,1,3,1,4,0,1,2,0,0,1,3,0,0,1,13,6,19,45
3035,6,"b","b1",3,"cone",TRUE,NA,NA,NA,"8","na",0,2,5,0,"16,18,27,25,15,23","17",FALSE,"engage",FALSE,4,"Pozo","Pretty good at driving and wer able to cleanly pick up pieces. Had some trouble w/ accuracy since they shot their cones up. Slowed down a lot to actually intake pieces
",7,1,6,2,8,3,4,0,0,0,1,6,1,0,1,18,6,24,19.286
1255,6,"r","r2",3,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,4,"6,7,9,16",NA,FALSE,"fail",FALSE,4,"harold","decently fast robot. pretty consistent with scoring. never dropped cargo. used the charge station to get to the community, probably because one robot on their alliance browned out at one community entrance.
",4,1,4,1,5,0,1,3,0,0,1,4,0,0,1,18,6,24,33.75
5923,6,"b","b2",1,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,3,"1,3,12",NA,FALSE,"na",FALSE,3,"Oliver","no ground pickup, got stuck on the speed bump twice, slowed down teammates. Manual alignment for scoring, slow.
",3,1,3,1,4,0,1,2,0,0,1,3,0,0,1,13,6,19,45
4639,7,"b","b2",2,"cube",FALSE,NA,NA,NA,"5","engage",0,1,0,2,"6,4,3,7",NA,FALSE,"na",FALSE,2,"Oliver","Didn't have a great sense of where other robts or the field were and crashed into them often. had quick pickup and placement on high, but ground pickup needed time.
",4,1,4,1,5,0,0,4,0,0,1,4,0,0,1,20,6,26,33.75
7503,7,"b","b1",1,"cone",FALSE,NA,NA,NA,NA,"na",0,2,0,0,"1,25","26",FALSE,"engage",FALSE,2,"Pozo","Very slow at driving and scoring cones on the high and mid nodes. Did not move in auton and had to push in their pieces to hybrid nodes after one high score
",3,0,2,1,3,2,0,1,0,0,0,2,1,0,0,9,0,9,45
7540,7,"b","b1",3,"cone",TRUE,NA,NA,"26",NA,"na",0,1,2,2,NA,"2,19,20,21",FALSE,"engage",FALSE,3,"minear","Struggled, but managed to engage (triple). Had the stuff to score high but mostly scored bottom row cubes.
",4,1,1,4,5,3,0,1,1,0,0,0,4,1,0,11,3,14,33.75
5431,7,"r","r2",3,"cone",TRUE,NA,"1","1",NA,"na",0,3,4,0,"4,3,7,6","2,5",FALSE,"na",FALSE,4,"harold","fast robot that scores high pretty well. did not attempt climb. auton attempted pickup but failed to do so.
",6,1,5,2,7,0,0,6,0,0,1,4,2,1,0,30,6,36,22.5
3679,7,"r","r3",2,"cube",FALSE,NA,NA,NA,"14","dock",0,4,2,0,NA,"17,23,20,11,21,22",FALSE,"engage",FALSE,4,"Poon","Fast at intaking cubes, scoring consistently in mid/low. Cannot score in high. 
",6,1,0,7,7,4,2,0,0,1,0,0,6,0,1,14,4,18,22.5
4063,8,"b","b1",1,"cone",TRUE,NA,NA,"1",NA,"na",0,3,0,2,"3,4","19,21,2",FALSE,"engage",FALSE,3,"minear","Pretty quick triple climb. Had a relatively innacurate cube shooter. cones were only intaked from double substation and was reliable compared to cubes
",5,1,3,3,6,2,0,3,0,0,1,2,3,1,0,19,6,25,27
5414,8,"r","r2",3,"cone",FALSE,NA,"1,2",NA,"19","na",0,2,1,4,"6,15,16,13,10","14",FALSE,"park",FALSE,4,"harold","scored consistently. wanted to climb but did not do so out of time constraint. 
",6,1,5,2,7,0,5,1,1,0,0,5,1,0,1,20,3,23,22.5
9080,8,"r","r3",1,"cone",FALSE,NA,NA,"27",NA,"na",0,0,1,4,"12,20,21",NA,FALSE,"fail",FALSE,2,"Poon","Scores cones in low. Slow. Drops game pieces occasionally. Driver seems inexperienced.
",3,1,4,0,4,2,1,0,1,0,0,3,0,1,0,7,3,10,45
2468,8,"r","r1",2,"cone",TRUE,"2",NA,"7","5","na",2,7,1,1,"9,6,18,16","25,26,17,8,24",FALSE,"dock",FALSE,5,"Duhe","- failed engage at end- fast, efficient
",9,2,5,6,11,3,3,3,0,0,2,4,5,1,1,30,12,42,15
1296,8,"b","b1",3,"cube",FALSE,NA,NA,NA,"8","na",0,0,5,0,"9,7",NA,FALSE,"engage",FALSE,4,"Pozo","Intake broke and dropped a couple pieces. Not much communication between them and the human player and wasted tons of time at the chute. Saved from tipping twice, Need upright cones 
",2,1,2,1,3,0,0,2,0,0,1,2,0,0,1,10,6,16,67.5
4219,8,"b","b2",2,"cube",TRUE,NA,NA,NA,"5","engage",0,2,0,3,"6,24,13","14,20",FALSE,"engage",FALSE,4,"Oliver","Quick movements and incredibly fast cube intake. Can only pickup standing cones on high shelf and the intake was incredibly finnicky. Could probably gotten much of the bottom row by itself if it didn't go for cones.
",5,1,3,3,6,2,2,1,0,0,1,3,2,0,1,15,6,21,27
6369,9,"r","r2",2,"cube",TRUE,NA,NA,NA,"14","engage",0,2,4,0,"15,13,10,12","11",FALSE,"engage",FALSE,4,"harold","did well on scoring links. seems to score with no trouble whatsoever. climbed well too.
",5,1,4,2,6,0,5,0,0,1,0,4,1,0,1,15,4,19,27
324,9,"b","b1",2,"cone",FALSE,NA,NA,"6",NA,"fail",0,1,3,2,"4,13","14,5",FALSE,"engage",FALSE,4,"Pozo","Good auton balance but was knocked off by another bot. Can score at every position but take their time when doing so 
",4,1,3,2,5,0,2,2,0,0,1,2,2,1,0,16,6,22,33.75
9128,9,"b","b2",1,"cube",TRUE,"1",NA,"1","20","na",0,0,0,0,"20","19,21",TRUE,"engage",FALSE,1,"Oliver","Had an intake, but didn't use it after auton, just pushed pieces into the hybrid nodes. After it ran out of pieces, driver just sat robot in the middle of field, no defense. Auton messed up other robots charge station docking, gave them no charge station points in auton.
",3,2,2,3,5,3,0,0,1,0,1,1,2,1,1,6,9,15,45
3802,9,"r","r3",3,"cube",TRUE,NA,NA,NA,"2","na",0,1,0,2,"22,21,20",NA,FALSE,"engage",FALSE,1,"Poon","Near-useless intake. Dropped game pieces 4/5 times. Drivetrain severely restricts intake movement. Only method of scoring is pushing cones into low zones.
",3,1,3,1,4,3,0,0,0,0,1,3,0,0,1,6,6,12,45
9136,9,"r","r1",1,"cube",TRUE,NA,NA,NA,"8","na",0,3,1,1,"18,12","17,24,25",FALSE,"engage",FALSE,3,"Duhe","- triple engage- nothing much else to say
",5,1,2,4,6,2,3,0,0,0,1,2,3,0,1,13,6,19,27
9156,9,"b","b1",3,"cone",TRUE,NA,NA,"9",NA,"na",0,0,0,1,"3,12","2",FALSE,"engage",TRUE,2,"minear","Kind of slow to grab and score pieces. Very top heavy and tipsy. 
",3,1,3,1,4,0,1,2,0,0,1,2,1,1,0,13,6,19,45
5613,10,"r","r2",2,"cube",FALSE,NA,NA,NA,"14","engage",0,0,2,0,NA,"25",TRUE,"engage",FALSE,3,"harold","has trouble keeping cargo in the crate. sometimes it was flung out of the crate. has to push cargo against well to pick it up. 
",1,1,0,2,2,1,0,0,0,1,0,0,1,0,1,2,4,6,135
5923,10,"r","r3",1,"cube",FALSE,NA,NA,NA,"8","na",0,0,0,4,"4,13,24,15",NA,FALSE,"engage",FALSE,2,"Poon","Everybot. Very slow but consistent. Engaged.
",4,1,4,1,5,1,2,1,0,0,1,4,0,0,1,13,6,19,33.75
9140,10,"b","b1",2,"cube",FALSE,NA,NA,NA,"5","engage",0,0,0,3,"6,4,12",NA,FALSE,"engage",FALSE,3,"minear","low CG to go accross the charge station for scoring cargo. Other than that it just scored pieces at an average speed. 
",3,1,3,1,4,0,1,2,0,0,1,3,0,0,1,13,6,19,45
2582,10,"r","r1",3,"cone",TRUE,NA,"4","1",NA,"na",1,2,1,3,"9,7,6","2,24",FALSE,"na",FALSE,2,"Duhe","- missed a few- everybot intake
",5,1,4,2,6,1,0,4,0,0,1,3,2,1,0,22,6,28,27
9181,10,"b","b2",1,"cube",TRUE,NA,NA,NA,"20","na",0,0,0,3,"10,13","11",FALSE,"na",FALSE,2,"Oliver","Slow speed, takes on average multiple attempts to pickup anything, bad communication with human player, who had to remove pieces, dropped them accidentally, and extended pickup time by a lot.
",3,1,2,2,4,0,3,0,1,0,0,2,1,0,1,9,3,12,45
8019,10,"b","b1",3,"cube",FALSE,"4",NA,NA,"8,27","na",0,8,0,0,"9,7,18,16,15","17,14",FALSE,"engage",FALSE,5,"Pozo","Menace in the neutral zone and easily scored anywhere. So big that the defense of the other bots was negligible. 
",7,2,5,4,9,0,5,2,1,0,1,5,2,0,2,25,9,34,19.286
7503,11,"r","r3",2,"cube",FALSE,NA,NA,NA,NA,"na",1,0,1,1,"22","23,8",FALSE,"engage",FALSE,2,"gordon","very slow and hard to use intake, only picked up a couple of pieces in entire match
",3,0,1,2,3,2,0,1,0,0,0,1,2,0,0,9,0,9,45
4587,11,"b","b1",3,"cube",FALSE,NA,NA,NA,"5","na",0,0,0,2,NA,"14,19,20",FALSE,"engage",FALSE,3,"minear","Quick climb at end. Very tipsy. Dropped a cube that did not go into bottom node until it came back and pushed it in
",3,1,0,4,4,2,1,0,0,0,1,0,3,0,1,7,6,13,45
6800,11,"b","b1",3,"cone",FALSE,"4",NA,"18","27,26","na",0,0,0,5,"16,24,15,13",NA,FALSE,"park",FALSE,4,"Pozo","Had trouble ingtaking from the shelf but were efficient scorers. Evaded defense easily and showed retty decent speed but intake had butter fingers 
",4,3,5,2,7,1,3,0,2,1,0,4,0,1,2,11,10,21,33.75
2848,11,"b","b2",3,"cube",TRUE,NA,NA,NA,"2","na",0,2,0,1,"7","8,11",FALSE,"engage",FALSE,3,"Oliver","Very fast floor cube intake, quick placement, and the intake is so close to the robot that it has virtually no chance to get hit. Driver has some visual problems, mis placed a cube and didn't pickup some shelf pieces
",3,1,1,3,4,0,1,2,0,0,1,1,2,0,1,13,6,19,45
3035,11,"r","r2",1,"cone",TRUE,NA,NA,"27",NA,"na",1,2,4,0,"18","24,23,2,5,26",FALSE,"engage",FALSE,4,"gabri","fast and manueverable. would just throw cubes closer so it could finish links faster
",6,1,2,5,7,3,1,2,1,0,0,1,5,1,0,19,3,22,22.5
9054,12,"r","r2",2,"cone",TRUE,NA,NA,"22",NA,"dock",0,0,2,0,"21,23",NA,FALSE,"engage",FALSE,2,"gabri","very slow bot, only scored cones in low.
",2,1,3,0,3,2,0,0,1,0,0,2,0,1,0,4,3,7,67.5
8177,12,"b","b1",3,"cone",TRUE,NA,NA,"9","8","na",0,4,3,0,"3,1,12,10,19","11,21,14",FALSE,"na",FALSE,4,"minear","Had a spinning arc movement that it used to consistently and succesfully deal with defense. It was able to score pretty quickly and consistently
",8,2,6,4,10,2,4,2,0,0,2,5,3,1,1,26,12,38,16.875
1255,12,"b","b1",1,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,3,"6,7",NA,FALSE,"engage",FALSE,3,"Pozo","Cannot groud intake and had someaccuracy isssues. Just rolled through defenders not trying to evade. Everybot w/ googly eyes
",2,1,2,1,3,0,0,2,0,0,1,2,0,0,1,10,6,16,67.5
8827,12,"r","r3",1,"cube",TRUE,NA,NA,NA,NA,"na",0,0,0,0,NA,NA,TRUE,"engage",FALSE,4,"gordon","Decent defense and was able to draw a couple fowls. auton almost scored and probably will in future matches
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,12,"b","b2",2,"cube",TRUE,NA,NA,NA,"5","engage",0,1,5,0,"25,23","8,22,21,20",FALSE,"engage",FALSE,5,"Oliver","Extremly fast, driver was able to manuever around opponets as well as defend them when necessary. Had a high cube shooter, but mainly did hybrid nodes. Only a ground intake.
",6,1,2,5,7,5,0,1,0,0,1,2,4,0,1,15,6,21,22.5
5431,12,"r","r1",3,"cone",TRUE,NA,NA,"1",NA,"na",1,3,3,0,"3,7,9","8,26,27",FALSE,"engage",FALSE,4,"Henry Horvat","Stayed away from other bots, but scored a lot and moved around the field quickly. 
",6,1,4,3,7,2,0,4,0,0,1,3,3,1,0,24,6,30,22.5
6672,13,"b","b1",3,"cone",TRUE,"3",NA,"18",NA,"na",0,1,0,5,"1,3,4,19,20,10","11",FALSE,"engage",FALSE,4,"minear","Scored a LOT of points on the grid over the match. Auton messed up grabbing a scoring a cube and messed up scoring a second cone. 
",7,1,7,1,8,2,2,3,0,1,0,6,1,1,0,25,4,29,19.286
6377,13,"r","r2",3,"cube",TRUE,NA,NA,"1",NA,"engage",0,2,4,0,"20,12,21","22,23",FALSE,"engage",FALSE,4,"gabri","fast, struggled to put a cone on high and lost half a minute, accuracy issues
",5,1,4,2,6,4,1,0,0,0,1,3,2,1,0,11,6,17,27
4639,13,"r","r3",1,"cube",TRUE,NA,NA,NA,"8","na",0,0,0,4,"9,7",NA,FALSE,"na",FALSE,2,"gordon","slow in general. takes a long time to pick up from shelf. tall and tipsy, with long and dangling arm that makes it hard to score
",2,1,2,1,3,0,0,2,0,0,1,2,0,0,1,10,6,16,67.5
1477,13,"b","b1",2,NA,FALSE,NA,NA,"6",NA,"engage",0,3,6,0,"7,16,15","17,8,24,14",FALSE,"park",FALSE,5,"Pozo","Super fast and very interesting intake method that allows single player to drop cube as if it were a crate but they can also quickly intake from gorund. Really good at scoring and they seem to not have any preference
",7,1,4,4,8,1,4,2,0,0,1,3,4,1,0,24,6,30,19.286
3847,13,"b","b2",1,"cube",TRUE,"2",NA,NA,NA,"na",0,1,2,3,"4,22,12","5,23,21",FALSE,"engage",FALSE,4,"Oliver","Extremly fast intake that doubles as a close range cube shooter and fast placememnt for cones. Movement is also fast and was able to move around opponents.
",6,0,3,3,6,3,1,2,0,0,0,3,3,0,0,19,0,19,22.5
2882,13,"r","r1",2,"cone",FALSE,NA,NA,NA,"23","na",0,0,0,1,NA,"27,24",FALSE,"engage",FALSE,1,"henry horvat","had trouble picking up gamepieces and moving around the field. they needed another bot to tip the docking station so that they could get on; they couldn't tip it themsleves
",2,1,0,3,3,2,0,0,1,0,0,0,2,0,1,4,3,7,67.5
7540,14,"b","b1",1,"cone",TRUE,NA,NA,"19",NA,"na",0,0,2,2,"1,3","2,5",FALSE,"engage",FALSE,2,"minear","Scored pieces, but was slow and struggled when other bots were near it.
",4,1,3,2,5,0,0,4,1,0,0,2,2,1,0,20,3,23,33.75
9156,14,"r","r3",3,"cone",TRUE,NA,NA,"1",NA,"na",0,0,0,3,"4","2,11",FALSE,"engage",FALSE,4,"gordon","probably an everybot. tipsy and almost fell over. good driver and fairly quick pick up and scoring
",3,1,2,2,4,0,1,2,0,0,1,1,2,1,0,13,6,19,45
3679,14,"r","r2",2,"cube",FALSE,NA,NA,NA,"21","engage",1,4,2,0,NA,"5,20,8,27,11,19,24",FALSE,"engage",FALSE,4,"gabri","can be fast,driver doesnt always go full throttle, scored only cubes, but accurate
",7,1,0,8,8,4,1,2,1,0,0,0,7,0,1,21,3,24,19.286
2689,14,"b","b1",2,"cone",FALSE,NA,NA,"23",NA,"engage",1,4,3,0,"22","27,26,25,24,23,21,20",FALSE,"engage",FALSE,3,"Pozo","Very short and small. Cannot score high and is focused on intaking cubes and scoring in the hybrid nodes. Good speed and and good auton but could be faster.
",8,1,2,7,9,8,0,0,1,0,0,1,7,1,0,16,3,19,16.875
2582,14,"b","b2",3,"cone",TRUE,"4",NA,"9","8","na",0,0,0,2,"7,4",NA,FALSE,"na",FALSE,3,"Oliver","fast, and agressive. Not afraid to run straight into a robot to get where they are going. Had issues with intaking ground pieces due to driver visability. 
",2,2,3,1,4,0,0,2,0,0,2,2,0,1,1,10,12,22,67.5
9051,14,"r","r1",1,"cube",TRUE,NA,NA,NA,NA,"na",0,0,0,2,"6",NA,FALSE,"na",FALSE,3,"henry horvat","couldn't score cubes but they tried to twice. played a very aggressive defence after scoring a cone. prone to accidental collisions with team members
",1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5,0,5,135
6369,15,"r","r3",3,"cube",TRUE,NA,NA,NA,"14","fail",0,2,2,0,"13,15,12,16","11",FALSE,"engage",FALSE,4,"gordon","good driver, low to the ground, fast at picking up but not the fastest at scoring
",5,1,4,2,6,0,5,0,0,1,0,4,1,0,1,15,4,19,27
9181,15,"r","r2",1,"cube",TRUE,NA,NA,NA,"26","na",0,0,1,3,"18,16","17",FALSE,"engage",FALSE,2,"gabri","very slow, but didnt miss what it tried to place, dropped a cone from the shelf
",3,1,2,2,4,0,3,0,1,0,0,2,1,0,1,9,3,12,45
3035,15,"b","b1",1,"cone",TRUE,"4",NA,"19",NA,"na",0,2,3,1,"12,10","2,20",FALSE,"engage",FALSE,2,"minear","Tried to score a middle cone during auton but it fell to the bottom node. It grabed another cone during auton but got stuck at the charge station. Otherwise slow during auton.
",4,1,3,2,5,1,2,1,1,0,0,2,2,1,0,13,3,16,33.75
